question_id,condition,category,answerability,expected_behavior,manual_review_required,factual_correctness_evaluable,answer_relevance,biomedical_factual_correctness,completeness,uncertainty_abstention,context_groundedness,context_utilization
Q108,qwen3_8b_igkf,pathway_reasoning,graph_plus_literature,answer_with_qualification,False,True,5.0,5.0,5.0,5.0,5.0,5.0
Q108,gpt_5_4_mini_baseline,pathway_reasoning,graph_plus_literature,answer_with_qualification,False,True,4.0,2.0,2.0,3.0,,
Q108,gpt_5_4_mini_igkf,pathway_reasoning,graph_plus_literature,answer_with_qualification,False,True,5.0,5.0,5.0,5.0,5.0,5.0
Q109,qwen3_8b_baseline,pathway_reasoning,graph_plus_literature,answer_with_qualification,False,True,2.0,3.0,1.0,4.0,,
Q109,qwen3_8b_igkf,pathway_reasoning,graph_plus_literature,answer_with_qualification,False,True,4.0,2.0,2.0,1.0,1.0,2.0
Q109,gpt_5_4_mini_baseline,pathway_reasoning,graph_plus_literature,answer_with_qualification,False,True,2.0,3.0,1.0,4.0,,
Q109,gpt_5_4_mini_igkf,pathway_reasoning,graph_plus_literature,answer_with_qualification,False,True,5.0,5.0,5.0,5.0,5.0,5.0
Q110,qwen3_8b_baseline,pathway_reasoning,graph_plus_literature,answer_with_qualification,False,True,5.0,2.0,3.0,1.0,,
Q110,qwen3_8b_igkf,pathway_reasoning,graph_plus_literature,answer_with_qualification,False,True,5.0,5.0,4.0,5.0,5.0,5.0
Q110,gpt_5_4_mini_baseline,pathway_reasoning,graph_plus_literature,answer_with_qualification,False,True,5.0,3.0,3.0,1.0,,
Q110,gpt_5_4_mini_igkf,pathway_reasoning,graph_plus_literature,answer_with_qualification,False,True,5.0,5.0,5.0,5.0,4.0,4.0
Q111,qwen3_8b_baseline,pathway_reasoning,graph_plus_literature,answer_with_qualification,False,True,3.0,1.0,2.0,1.0,,
Q111,qwen3_8b_igkf,pathway_reasoning,graph_plus_literature,answer_with_qualification,False,True,5.0,5.0,5.0,5.0,5.0,5.0
Q111,gpt_5_4_mini_baseline,pathway_reasoning,graph_plus_literature,answer_with_qualification,False,True,3.0,3.0,2.0,2.0,,
Q111,gpt_5_4_mini_igkf,pathway_reasoning,graph_plus_literature,answer_with_qualification,False,True,5.0,5.0,5.0,5.0,5.0,5.0
Q112,qwen3_8b_baseline,pathway_reasoning,graph_plus_literature,answer_with_qualification,False,True,4.0,2.0,3.0,2.0,,
Q112,qwen3_8b_igkf,pathway_reasoning,graph_plus_literature,answer_with_qualification,False,True,5.0,5.0,4.0,5.0,5.0,5.0
Q112,gpt_5_4_mini_baseline,pathway_reasoning,graph_plus_literature,answer_with_qualification,False,True,4.0,2.0,3.0,2.0,,
Q112,gpt_5_4_mini_igkf,pathway_reasoning,graph_plus_literature,answer_with_qualification,False,True,5.0,5.0,5.0,5.0,5.0,5.0
Q113,qwen3_8b_baseline,pathway_reasoning,graph_plus_literature,answer_with_qualification,False,True,2.0,3.0,2.0,3.0,,
Q113,qwen3_8b_igkf,pathway_reasoning,graph_plus_literature,answer_with_qualification,False,True,4.0,3.0,3.0,2.0,2.0,3.0
Q113,gpt_5_4_mini_baseline,pathway_reasoning,graph_plus_literature,answer_with_qualification,False,True,2.0,4.0,2.0,5.0,,
Q113,gpt_5_4_mini_igkf,pathway_reasoning,graph_plus_literature,answer_with_qualification,False,True,5.0,5.0,5.0,5.0,5.0,5.0
Q114,qwen3_8b_baseline,pathway_reasoning,graph_plus_literature,answer_with_qualification,False,True,5.0,3.0,3.0,1.0,,
Q114,qwen3_8b_igkf,pathway_reasoning,graph_plus_literature,answer_with_qualification,False,True,3.0,2.0,2.0,1.0,2.0,2.0
Q114,gpt_5_4_mini_baseline,pathway_reasoning,graph_plus_literature,answer_with_qualification,False,True,5.0,3.0,3.0,2.0,,
Q114,gpt_5_4_mini_igkf,pathway_reasoning,graph_plus_literature,answer_with_qualification,False,True,5.0,4.0,4.0,5.0,3.0,4.0
Q115,qwen3_8b_baseline,pathway_reasoning,graph_plus_literature,answer_with_qualification,False,True,3.0,1.0,1.0,1.0,,
Q115,qwen3_8b_igkf,pathway_reasoning,graph_plus_literature,answer_with_qualification,False,True,5.0,4.0,4.0,3.0,4.0,4.0
Q115,gpt_5_4_mini_baseline,pathway_reasoning,graph_plus_literature,answer_with_qualification,False,True,4.0,2.0,2.0,1.0,,
Q115,gpt_5_4_mini_igkf,pathway_reasoning,graph_plus_literature,answer_with_qualification,False,True,5.0,5.0,5.0,5.0,5.0,5.0
Q116,qwen3_8b_baseline,gene_interpretation,graph_direct,answer,False,True,3.0,1.0,2.0,2.0,,
Q116,qwen3_8b_igkf,gene_interpretation,graph_direct,answer,False,True,5.0,5.0,5.0,4.0,4.0,5.0
Q116,gpt_5_4_mini_baseline,gene_interpretation,graph_direct,answer,False,True,4.0,2.0,3.0,2.0,,
Q116,gpt_5_4_mini_igkf,gene_interpretation,graph_direct,answer,False,True,5.0,5.0,5.0,5.0,4.0,4.0
Q117,qwen3_8b_baseline,general_biomedical_control,out_of_scope_or_insufficient,abstain_or_qualify,True,True,5.0,4.0,4.0,4.0,,
Q117,qwen3_8b_igkf,general_biomedical_control,out_of_scope_or_insufficient,abstain_or_qualify,True,True,5.0,5.0,5.0,5.0,4.0,5.0
Q117,gpt_5_4_mini_baseline,general_biomedical_control,out_of_scope_or_insufficient,abstain_or_qualify,True,True,5.0,5.0,5.0,5.0,,
Q117,gpt_5_4_mini_igkf,general_biomedical_control,out_of_scope_or_insufficient,abstain_or_qualify,True,True,5.0,5.0,5.0,5.0,5.0,5.0
Q118,qwen3_8b_baseline,variant_interpretation,graph_direct,answer,False,True,3.0,1.0,2.0,1.0,,
Q118,qwen3_8b_igkf,variant_interpretation,graph_direct,answer,False,True,4.0,3.0,4.0,3.0,4.0,4.0
Q118,gpt_5_4_mini_baseline,variant_interpretation,graph_direct,answer,False,True,2.0,4.0,1.0,4.0,,
Q118,gpt_5_4_mini_igkf,variant_interpretation,graph_direct,answer,False,True,5.0,5.0,5.0,5.0,5.0,5.0
Q119,qwen3_8b_baseline,gene_interpretation,graph_direct,answer,False,True,2.0,1.0,1.0,2.0,,
Q119,qwen3_8b_igkf,gene_interpretation,graph_direct,answer,False,True,3.0,2.0,2.0,2.0,2.0,2.0
Q119,gpt_5_4_mini_baseline,gene_interpretation,graph_direct,answer,False,True,3.0,1.0,1.0,1.0,,
Q119,gpt_5_4_mini_igkf,gene_interpretation,graph_direct,answer,False,True,5.0,5.0,5.0,5.0,5.0,5.0
Q120,qwen3_8b_baseline,general_biomedical_control,out_of_scope_or_insufficient,abstain_or_qualify,True,True,5.0,5.0,4.0,5.0,,
Q120,qwen3_8b_igkf,general_biomedical_control,out_of_scope_or_insufficient,abstain_or_qualify,True,True,5.0,4.0,4.0,5.0,5.0,5.0
Q120,gpt_5_4_mini_baseline,general_biomedical_control,out_of_scope_or_insufficient,abstain_or_qualify,True,True,5.0,4.0,5.0,4.0,,
Q120,gpt_5_4_mini_igkf,general_biomedical_control,out_of_scope_or_insufficient,abstain_or_qualify,True,True,5.0,5.0,5.0,5.0,5.0,5.0
Q121,qwen3_8b_baseline,variant_interpretation,graph_direct,answer,False,True,3.0,1.0,2.0,1.0,,
Q121,qwen3_8b_igkf,variant_interpretation,graph_direct,answer,False,True,5.0,3.0,4.0,4.0,4.0,4.0
Q121,gpt_5_4_mini_baseline,variant_interpretation,graph_direct,answer,False,True,4.0,5.0,3.0,5.0,,
Q121,gpt_5_4_mini_igkf,variant_interpretation,graph_direct,answer,False,True,5.0,4.0,5.0,5.0,4.0,5.0
Q122,qwen3_8b_baseline,general_biomedical_control,out_of_scope_or_insufficient,abstain_or_qualify,True,True,5.0,5.0,5.0,5.0,,
Q122,qwen3_8b_igkf,general_biomedical_control,out_of_scope_or_insufficient,abstain_or_qualify,True,True,5.0,5.0,5.0,5.0,5.0,5.0
Q122,gpt_5_4_mini_baseline,general_biomedical_control,out_of_scope_or_insufficient,abstain_or_qualify,True,True,2.0,3.0,2.0,3.0,,
Q122,gpt_5_4_mini_igkf,general_biomedical_control,out_of_scope_or_insufficient,abstain_or_qualify,True,True,5.0,5.0,5.0,5.0,5.0,5.0
Q123,qwen3_8b_baseline,general_biomedical_control,out_of_scope_or_insufficient,abstain_or_qualify,True,True,5.0,5.0,5.0,5.0,,
Q123,qwen3_8b_igkf,general_biomedical_control,out_of_scope_or_insufficient,abstain_or_qualify,True,True,5.0,5.0,5.0,5.0,5.0,5.0
Q123,gpt_5_4_mini_baseline,general_biomedical_control,out_of_scope_or_insufficient,abstain_or_qualify,True,True,2.0,3.0,2.0,4.0,,
Q123,gpt_5_4_mini_igkf,general_biomedical_control,out_of_scope_or_insufficient,abstain_or_qualify,True,True,5.0,5.0,5.0,5.0,5.0,5.0
Q124,qwen3_8b_baseline,general_biomedical_control,out_of_scope_or_insufficient,abstain_or_qualify,True,True,5.0,5.0,5.0,5.0,,
Q124,qwen3_8b_igkf,general_biomedical_control,out_of_scope_or_insufficient,abstain_or_qualify,True,True,5.0,5.0,5.0,5.0,5.0,5.0
Q124,gpt_5_4_mini_baseline,general_biomedical_control,out_of_scope_or_insufficient,abstain_or_qualify,True,True,3.0,3.0,2.0,5.0,,
Q124,gpt_5_4_mini_igkf,general_biomedical_control,out_of_scope_or_insufficient,abstain_or_qualify,True,True,5.0,4.0,5.0,4.0,5.0,5.0
Q125,qwen3_8b_baseline,general_biomedical_control,out_of_scope_or_insufficient,abstain_or_qualify,True,True,3.0,3.0,2.0,5.0,,
Q125,qwen3_8b_igkf,general_biomedical_control,out_of_scope_or_insufficient,abstain_or_qualify,True,True,5.0,5.0,5.0,5.0,5.0,5.0
Q125,gpt_5_4_mini_baseline,general_biomedical_control,out_of_scope_or_insufficient,abstain_or_qualify,True,True,3.0,3.0,2.0,5.0,,
Q125,gpt_5_4_mini_igkf,general_biomedical_control,out_of_scope_or_insufficient,abstain_or_qualify,True,True,5.0,5.0,5.0,5.0,5.0,5.0
Q126,qwen3_8b_baseline,therapeutic_reasoning,graph_plus_literature,answer_with_qualification,False,True,5.0,3.0,4.0,3.0,,
Q126,qwen3_8b_igkf,therapeutic_reasoning,graph_plus_literature,answer_with_qualification,False,True,2.0,5.0,1.0,5.0,5.0,5.0
Q126,gpt_5_4_mini_baseline,therapeutic_reasoning,graph_plus_literature,answer_with_qualification,False,True,5.0,5.0,4.0,5.0,,
Q126,gpt_5_4_mini_igkf,therapeutic_reasoning,graph_plus_literature,answer_with_qualification,False,True,3.0,4.0,2.0,5.0,4.0,4.0
Q127,qwen3_8b_baseline,therapeutic_reasoning,graph_plus_literature,answer_with_qualification,False,True,2.0,3.0,2.0,2.0,,
Q127,qwen3_8b_igkf,therapeutic_reasoning,graph_plus_literature,answer_with_qualification,False,True,5.0,5.0,5.0,5.0,5.0,5.0
Q127,gpt_5_4_mini_baseline,therapeutic_reasoning,graph_plus_literature,answer_with_qualification,False,True,2.0,2.0,1.0,2.0,,
Q127,gpt_5_4_mini_igkf,therapeutic_reasoning,graph_plus_literature,answer_with_qualification,False,True,5.0,5.0,5.0,5.0,5.0,5.0
Q128,qwen3_8b_baseline,therapeutic_reasoning,graph_plus_literature,answer_with_qualification,False,True,4.0,3.0,3.0,3.0,,
Q128,qwen3_8b_igkf,therapeutic_reasoning,graph_plus_literature,answer_with_qualification,False,True,5.0,5.0,4.0,5.0,5.0,5.0
Q128,gpt_5_4_mini_baseline,therapeutic_reasoning,graph_plus_literature,answer_with_qualification,False,True,4.0,3.0,3.0,4.0,,
Q128,gpt_5_4_mini_igkf,therapeutic_reasoning,graph_plus_literature,answer_with_qualification,False,True,5.0,5.0,5.0,5.0,5.0,5.0
Q129,qwen3_8b_baseline,therapeutic_reasoning,graph_plus_literature,answer_with_qualification,False,True,5.0,4.0,4.0,4.0,,
Q129,qwen3_8b_igkf,therapeutic_reasoning,graph_plus_literature,answer_with_qualification,False,True,5.0,3.0,4.0,2.0,3.0,3.0
Q129,gpt_5_4_mini_baseline,therapeutic_reasoning,graph_plus_literature,answer_with_qualification,False,True,5.0,5.0,5.0,5.0,,
Q129,gpt_5_4_mini_igkf,therapeutic_reasoning,graph_plus_literature,answer_with_qualification,False,True,5.0,5.0,5.0,5.0,4.0,4.0
Q130,qwen3_8b_baseline,therapeutic_reasoning,graph_plus_literature,answer_with_qualification,False,True,2.0,2.0,2.0,3.0,,
Q130,qwen3_8b_igkf,therapeutic_reasoning,graph_plus_literature,answer_with_qualification,False,True,4.0,3.0,3.0,2.0,2.0,2.0
Q130,gpt_5_4_mini_baseline,therapeutic_reasoning,graph_plus_literature,answer_with_qualification,False,True,1.0,2.0,1.0,2.0,,
Q130,gpt_5_4_mini_igkf,therapeutic_reasoning,graph_plus_literature,answer_with_qualification,False,True,5.0,5.0,5.0,5.0,5.0,5.0
Q131,qwen3_8b_baseline,therapeutic_reasoning,graph_plus_literature,answer_with_qualification,False,True,3.0,4.0,3.0,2.0,,
Q131,qwen3_8b_igkf,therapeutic_reasoning,graph_plus_literature,answer_with_qualification,False,True,5.0,4.0,5.0,4.0,4.0,5.0
Q131,gpt_5_4_mini_baseline,therapeutic_reasoning,graph_plus_literature,answer_with_qualification,False,True,5.0,4.0,4.0,4.0,,
Q131,gpt_5_4_mini_igkf,therapeutic_reasoning,graph_plus_literature,answer_with_qualification,False,True,5.0,5.0,5.0,5.0,5.0,5.0
Q132,qwen3_8b_baseline,therapeutic_reasoning,graph_plus_literature,answer_with_qualification,False,True,5.0,5.0,5.0,5.0,,
Q132,qwen3_8b_igkf,therapeutic_reasoning,graph_plus_literature,answer_with_qualification,False,True,5.0,3.0,4.0,3.0,3.0,3.0
Q132,gpt_5_4_mini_baseline,therapeutic_reasoning,graph_plus_literature,answer_with_qualification,False,True,5.0,5.0,5.0,5.0,,
Q132,gpt_5_4_mini_igkf,therapeutic_reasoning,graph_plus_literature,answer_with_qualification,False,True,5.0,4.0,4.0,5.0,3.0,4.0
Q133,qwen3_8b_baseline,therapeutic_reasoning,graph_plus_literature,answer_with_qualification,False,True,1.0,2.0,1.0,2.0,,
Q133,qwen3_8b_igkf,therapeutic_reasoning,graph_plus_literature,answer_with_qualification,False,True,4.0,4.0,3.0,4.0,4.0,4.0
Q133,gpt_5_4_mini_baseline,therapeutic_reasoning,graph_plus_literature,answer_with_qualification,False,True,1.0,2.0,1.0,2.0,,
Q133,gpt_5_4_mini_igkf,therapeutic_reasoning,graph_plus_literature,answer_with_qualification,False,True,5.0,5.0,5.0,5.0,5.0,5.0
Q134,qwen3_8b_baseline,therapeutic_reasoning,graph_plus_literature,answer_with_qualification,False,True,3.0,3.0,3.0,2.0,,
Q134,qwen3_8b_igkf,therapeutic_reasoning,graph_plus_literature,answer_with_qualification,False,True,5.0,4.0,4.0,2.0,4.0,4.0
Q134,gpt_5_4_mini_baseline,therapeutic_reasoning,graph_plus_literature,answer_with_qualification,False,True,4.0,4.0,3.0,4.0,,
Q134,gpt_5_4_mini_igkf,therapeutic_reasoning,graph_plus_literature,answer_with_qualification,False,True,5.0,5.0,5.0,4.0,5.0,5.0
Q135,qwen3_8b_baseline,multi_hop_reasoning,graph_plus_literature,answer_with_qualification,False,True,4.0,1.0,2.0,1.0,,
Q135,qwen3_8b_igkf,multi_hop_reasoning,graph_plus_literature,answer_with_qualification,False,True,5.0,3.0,3.0,3.0,3.0,3.0
Q135,gpt_5_4_mini_baseline,multi_hop_reasoning,graph_plus_literature,answer_with_qualification,False,True,4.0,3.0,2.0,2.0,,
Q135,gpt_5_4_mini_igkf,multi_hop_reasoning,graph_plus_literature,answer_with_qualification,False,True,5.0,5.0,5.0,5.0,4.0,5.0
Q136,qwen3_8b_baseline,multi_hop_reasoning,graph_plus_literature,answer_with_qualification,False,True,5.0,1.0,2.0,1.0,,
Q136,qwen3_8b_igkf,multi_hop_reasoning,graph_plus_literature,answer_with_qualification,False,True,5.0,5.0,4.0,5.0,4.0,4.0
Q136,gpt_5_4_mini_baseline,multi_hop_reasoning,graph_plus_literature,answer_with_qualification,False,True,4.0,2.0,3.0,2.0,,
Q136,gpt_5_4_mini_igkf,multi_hop_reasoning,graph_plus_literature,answer_with_qualification,False,True,5.0,5.0,5.0,5.0,5.0,5.0
Q137,qwen3_8b_baseline,regulatory_reasoning,graph_plus_literature,answer_with_qualification,False,True,2.0,3.0,2.0,4.0,,
Q137,qwen3_8b_igkf,regulatory_reasoning,graph_plus_literature,answer_with_qualification,False,True,5.0,5.0,5.0,5.0,5.0,4.0
Q137,gpt_5_4_mini_baseline,regulatory_reasoning,graph_plus_literature,answer_with_qualification,False,True,4.0,1.0,2.0,1.0,,
Q137,gpt_5_4_mini_igkf,regulatory_reasoning,graph_plus_literature,answer_with_qualification,False,True,5.0,3.0,4.0,3.0,3.0,4.0
Q138,qwen3_8b_baseline,therapeutic_reasoning,graph_plus_literature,answer_with_qualification,False,True,5.0,4.0,4.0,4.0,,
Q138,qwen3_8b_igkf,therapeutic_reasoning,graph_plus_literature,answer_with_qualification,False,True,5.0,5.0,5.0,5.0,5.0,5.0
Q138,gpt_5_4_mini_baseline,therapeutic_reasoning,graph_plus_literature,answer_with_qualification,False,True,5.0,4.0,4.0,4.0,,
Q138,gpt_5_4_mini_igkf,therapeutic_reasoning,graph_plus_literature,answer_with_qualification,False,True,5.0,5.0,5.0,5.0,5.0,5.0
Q139,qwen3_8b_baseline,multi_hop_reasoning,graph_plus_literature,answer_with_qualification,False,True,5.0,3.0,4.0,4.0,,
Q139,qwen3_8b_igkf,multi_hop_reasoning,graph_plus_literature,answer_with_qualification,False,True,5.0,4.0,5.0,4.0,4.0,4.0
Q139,gpt_5_4_mini_baseline,multi_hop_reasoning,graph_plus_literature,answer_with_qualification,False,True,5.0,5.0,4.0,5.0,,
Q139,gpt_5_4_mini_igkf,multi_hop_reasoning,graph_plus_literature,answer_with_qualification,False,True,5.0,5.0,5.0,5.0,4.0,4.0
Q140,qwen3_8b_baseline,multi_hop_reasoning,graph_plus_literature,answer_with_qualification,False,True,3.0,1.0,2.0,1.0,,
Q140,qwen3_8b_igkf,multi_hop_reasoning,graph_plus_literature,answer_with_qualification,False,True,5.0,4.0,4.0,5.0,4.0,4.0
Q140,gpt_5_4_mini_baseline,multi_hop_reasoning,graph_plus_literature,answer_with_qualification,False,True,4.0,2.0,3.0,2.0,,
Q140,gpt_5_4_mini_igkf,multi_hop_reasoning,graph_plus_literature,answer_with_qualification,False,True,5.0,5.0,5.0,5.0,5.0,5.0
Q141,qwen3_8b_baseline,multi_hop_reasoning,graph_plus_literature,answer_with_qualification,False,True,5.0,1.0,2.0,1.0,,
Q141,qwen3_8b_igkf,multi_hop_reasoning,graph_plus_literature,answer_with_qualification,False,True,5.0,2.0,3.0,2.0,2.0,2.0
Q141,gpt_5_4_mini_baseline,multi_hop_reasoning,graph_plus_literature,answer_with_qualification,False,True,5.0,2.0,2.0,2.0,,
Q141,gpt_5_4_mini_igkf,multi_hop_reasoning,graph_plus_literature,answer_with_qualification,False,True,5.0,5.0,5.0,5.0,5.0,5.0
Q142,qwen3_8b_baseline,regulatory_reasoning,graph_plus_literature,answer_with_qualification,False,True,2.0,1.0,2.0,2.0,,
Q142,qwen3_8b_igkf,regulatory_reasoning,graph_plus_literature,answer_with_qualification,False,True,5.0,5.0,4.0,5.0,4.0,3.0
Q142,gpt_5_4_mini_baseline,regulatory_reasoning,graph_plus_literature,answer_with_qualification,False,True,4.0,1.0,2.0,1.0,,
Q142,gpt_5_4_mini_igkf,regulatory_reasoning,graph_plus_literature,answer_with_qualification,False,True,5.0,4.0,4.0,5.0,4.0,5.0
Q143,qwen3_8b_baseline,therapeutic_reasoning,graph_plus_literature,answer_with_qualification,False,True,5.0,3.0,4.0,4.0,,
Q143,qwen3_8b_igkf,therapeutic_reasoning,graph_plus_literature,answer_with_qualification,False,True,5.0,4.0,5.0,5.0,5.0,5.0
Q143,gpt_5_4_mini_baseline,therapeutic_reasoning,graph_plus_literature,answer_with_qualification,False,True,5.0,3.0,3.0,3.0,,
Q143,gpt_5_4_mini_igkf,therapeutic_reasoning,graph_plus_literature,answer_with_qualification,False,True,5.0,5.0,5.0,5.0,5.0,5.0
Q144,qwen3_8b_baseline,multi_hop_reasoning,graph_plus_literature,answer_with_qualification,False,True,5.0,4.0,4.0,4.0,,
Q144,qwen3_8b_igkf,multi_hop_reasoning,graph_plus_literature,answer_with_qualification,False,True,5.0,5.0,5.0,5.0,5.0,5.0
Q144,gpt_5_4_mini_baseline,multi_hop_reasoning,graph_plus_literature,answer_with_qualification,False,True,5.0,1.0,2.0,1.0,,
Q144,gpt_5_4_mini_igkf,multi_hop_reasoning,graph_plus_literature,answer_with_qualification,False,True,5.0,5.0,5.0,5.0,5.0,5.0
Q145,qwen3_8b_baseline,multi_hop_reasoning,graph_plus_literature,answer_with_qualification,False,True,3.0,4.0,3.0,3.0,,
Q145,qwen3_8b_igkf,multi_hop_reasoning,graph_plus_literature,answer_with_qualification,False,True,5.0,4.0,4.0,4.0,4.0,4.0
Q145,gpt_5_4_mini_baseline,multi_hop_reasoning,graph_plus_literature,answer_with_qualification,False,True,4.0,5.0,4.0,5.0,,
Q145,gpt_5_4_mini_igkf,multi_hop_reasoning,graph_plus_literature,answer_with_qualification,False,True,5.0,5.0,5.0,5.0,4.0,5.0
Q146,qwen3_8b_baseline,regulatory_reasoning,graph_plus_literature,answer_with_qualification,True,True,5.0,5.0,4.0,5.0,,
Q146,qwen3_8b_igkf,regulatory_reasoning,graph_plus_literature,answer_with_qualification,True,True,5.0,5.0,5.0,5.0,5.0,5.0
Q146,gpt_5_4_mini_baseline,regulatory_reasoning,graph_plus_literature,answer_with_qualification,True,True,5.0,4.0,4.0,5.0,,
Q146,gpt_5_4_mini_igkf,regulatory_reasoning,graph_plus_literature,answer_with_qualification,True,True,5.0,5.0,5.0,5.0,4.0,5.0
Q147,qwen3_8b_baseline,literature_synthesis,literature,answer_with_qualification,False,True,4.0,1.0,2.0,1.0,,
Q147,qwen3_8b_igkf,literature_synthesis,literature,answer_with_qualification,False,True,5.0,5.0,4.0,5.0,5.0,4.0
Q147,gpt_5_4_mini_baseline,literature_synthesis,literature,answer_with_qualification,False,True,4.0,1.0,2.0,2.0,,
Q147,gpt_5_4_mini_igkf,literature_synthesis,literature,answer_with_qualification,False,True,5.0,5.0,5.0,5.0,5.0,5.0
Q148,qwen3_8b_baseline,regulatory_reasoning,graph_plus_literature,answer_with_qualification,True,True,4.0,1.0,2.0,1.0,,
Q148,qwen3_8b_igkf,regulatory_reasoning,graph_plus_literature,answer_with_qualification,True,True,4.0,3.0,4.0,4.0,3.0,3.0
Q148,gpt_5_4_mini_baseline,regulatory_reasoning,graph_plus_literature,answer_with_qualification,True,True,4.0,1.0,2.0,1.0,,
Q148,gpt_5_4_mini_igkf,regulatory_reasoning,graph_plus_literature,answer_with_qualification,True,True,5.0,5.0,5.0,5.0,5.0,5.0
Q149,qwen3_8b_baseline,variant_interpretation,graph_direct_or_integrated,answer_with_qualification,True,True,3.0,1.0,2.0,2.0,,
Q149,qwen3_8b_igkf,variant_interpretation,graph_direct_or_integrated,answer_with_qualification,True,True,4.0,3.0,3.0,3.0,3.0,3.0
Q149,gpt_5_4_mini_baseline,variant_interpretation,graph_direct_or_integrated,answer_with_qualification,True,True,4.0,4.0,3.0,5.0,,
Q149,gpt_5_4_mini_igkf,variant_interpretation,graph_direct_or_integrated,answer_with_qualification,True,True,5.0,5.0,5.0,5.0,5.0,5.0
Q150,qwen3_8b_baseline,general_biomedical_control,insufficient_evidence_likely,abstain_or_qualify,True,True,4.0,3.0,3.0,4.0,,
Q150,qwen3_8b_igkf,general_biomedical_control,insufficient_evidence_likely,abstain_or_qualify,True,True,5.0,5.0,5.0,5.0,5.0,5.0
Q150,gpt_5_4_mini_baseline,general_biomedical_control,insufficient_evidence_likely,abstain_or_qualify,True,True,3.0,3.0,2.0,4.0,,
Q150,gpt_5_4_mini_igkf,general_biomedical_control,insufficient_evidence_likely,abstain_or_qualify,True,True,5.0,5.0,5.0,5.0,5.0,5.0
Q151,qwen3_8b_baseline,regulatory_reasoning,graph_plus_literature,answer_with_qualification,False,True,2.0,1.0,2.0,1.0,,
Q151,qwen3_8b_igkf,regulatory_reasoning,graph_plus_literature,answer_with_qualification,False,True,3.0,1.0,2.0,1.0,2.0,2.0
Q151,gpt_5_4_mini_baseline,regulatory_reasoning,graph_plus_literature,answer_with_qualification,False,True,3.0,4.0,3.0,4.0,,
Q151,gpt_5_4_mini_igkf,regulatory_reasoning,graph_plus_literature,answer_with_qualification,False,True,5.0,5.0,5.0,5.0,5.0,5.0
Q152,qwen3_8b_baseline,literature_synthesis,literature,answer_with_qualification,False,True,4.0,4.0,3.0,4.0,,
Q152,qwen3_8b_igkf,literature_synthesis,literature,answer_with_qualification,False,True,5.0,5.0,5.0,5.0,5.0,5.0
Q152,gpt_5_4_mini_baseline,literature_synthesis,literature,answer_with_qualification,False,True,5.0,5.0,4.0,5.0,,
Q152,gpt_5_4_mini_igkf,literature_synthesis,literature,answer_with_qualification,False,True,5.0,5.0,5.0,5.0,5.0,5.0
Q153,qwen3_8b_baseline,general_biomedical_control,insufficient_evidence_likely,abstain_or_qualify,True,True,3.0,3.0,3.0,3.0,,
Q153,qwen3_8b_igkf,general_biomedical_control,insufficient_evidence_likely,abstain_or_qualify,True,True,5.0,5.0,4.0,5.0,5.0,4.0
Q153,gpt_5_4_mini_baseline,general_biomedical_control,insufficient_evidence_likely,abstain_or_qualify,True,True,3.0,3.0,3.0,3.0,,
Q153,gpt_5_4_mini_igkf,general_biomedical_control,insufficient_evidence_likely,abstain_or_qualify,True,True,5.0,5.0,5.0,5.0,5.0,5.0
Q154,qwen3_8b_baseline,general_biomedical_control,insufficient_evidence_likely,abstain_or_qualify,True,True,5.0,5.0,4.0,5.0,,
Q154,qwen3_8b_igkf,general_biomedical_control,insufficient_evidence_likely,abstain_or_qualify,True,True,5.0,5.0,5.0,5.0,5.0,5.0
Q154,gpt_5_4_mini_baseline,general_biomedical_control,insufficient_evidence_likely,abstain_or_qualify,True,True,5.0,4.0,4.0,5.0,,
Q154,gpt_5_4_mini_igkf,general_biomedical_control,insufficient_evidence_likely,abstain_or_qualify,True,True,5.0,5.0,5.0,5.0,5.0,5.0
Q155,qwen3_8b_baseline,general_biomedical_control,insufficient_evidence_likely,abstain_or_qualify,True,True,3.0,4.0,3.0,4.0,,
Q155,qwen3_8b_igkf,general_biomedical_control,insufficient_evidence_likely,abstain_or_qualify,True,True,5.0,5.0,5.0,5.0,5.0,5.0
Q155,gpt_5_4_mini_baseline,general_biomedical_control,insufficient_evidence_likely,abstain_or_qualify,True,True,4.0,4.0,4.0,4.0,,
Q155,gpt_5_4_mini_igkf,general_biomedical_control,insufficient_evidence_likely,abstain_or_qualify,True,True,5.0,5.0,5.0,5.0,5.0,5.0
Q156,qwen3_8b_baseline,pathway_reasoning,graph_plus_literature,answer_with_qualification,False,True,3.0,1.0,2.0,1.0,,
Q156,qwen3_8b_igkf,pathway_reasoning,graph_plus_literature,answer_with_qualification,False,True,5.0,5.0,4.0,5.0,5.0,5.0
Q156,gpt_5_4_mini_baseline,pathway_reasoning,graph_plus_literature,answer_with_qualification,False,True,3.0,1.0,2.0,1.0,,
Q156,gpt_5_4_mini_igkf,pathway_reasoning,graph_plus_literature,answer_with_qualification,False,True,5.0,5.0,5.0,5.0,5.0,5.0
Q157,qwen3_8b_baseline,literature_synthesis,literature,answer_with_qualification,False,True,3.0,3.0,2.0,3.0,,
Q157,qwen3_8b_igkf,literature_synthesis,literature,answer_with_qualification,False,True,5.0,4.0,5.0,4.0,4.0,4.0
Q157,gpt_5_4_mini_baseline,literature_synthesis,literature,answer_with_qualification,False,True,2.0,3.0,1.0,3.0,,
