question_id,randomized_orientation,hidden_system_mapping,judge_model,raw_first_orientation_judgment,raw_reversed_orientation_judgment,decoded_first_orientation_winner,decoded_reversed_orientation_winner,final_reconciled_outcome,position_instability_flag,evaluation_run_id,evaluation_timestamp,prompt_version,rubric_version,context_hash
Q092,"{""original_A"": ""qwen3_8b_igkf"", ""original_B"": ""gpt_5_4_mini_igkf""}","{""original"": {""A"": ""qwen3_8b_igkf"", ""B"": ""gpt_5_4_mini_igkf""}, ""reversed"": {""A"": ""gpt_5_4_mini_igkf"", ""B"": ""qwen3_8b_igkf""}}",gpt-5.5,B,A,MINI,MINI,MINI_WIN,False,final_pairwise_graphrag_qwen_vs_mini,2026-07-07T21:34:54.317130+00:00,pairwise_prompt_v1,pairwise_biomedical_rubric_v1,ca0c3a88beb7c03055e21061d37a1cf5024ed7fe7f07acf6247293684d95d79d
Q093,"{""original_A"": ""gpt_5_4_mini_igkf"", ""original_B"": ""qwen3_8b_igkf""}","{""original"": {""A"": ""gpt_5_4_mini_igkf"", ""B"": ""qwen3_8b_igkf""}, ""reversed"": {""A"": ""qwen3_8b_igkf"", ""B"": ""gpt_5_4_mini_igkf""}}",gpt-5.5,A,B,MINI,MINI,MINI_WIN,False,final_pairwise_graphrag_qwen_vs_mini,2026-07-07T21:34:54.317222+00:00,pairwise_prompt_v1,pairwise_biomedical_rubric_v1,091b68490d197b49c73607b677def24685378efe25e65ab2f7df56dd5996449b
Q094,"{""original_A"": ""qwen3_8b_igkf"", ""original_B"": ""gpt_5_4_mini_igkf""}","{""original"": {""A"": ""qwen3_8b_igkf"", ""B"": ""gpt_5_4_mini_igkf""}, ""reversed"": {""A"": ""gpt_5_4_mini_igkf"", ""B"": ""qwen3_8b_igkf""}}",gpt-5.5,B,TIE,MINI,TIE,TIE,False,final_pairwise_graphrag_qwen_vs_mini,2026-07-07T21:34:54.317314+00:00,pairwise_prompt_v1,pairwise_biomedical_rubric_v1,d9a82c15aa1bdeaf88a72412611f4898cb3792177181633b4e87490e89e2ceaa
Q095,"{""original_A"": ""qwen3_8b_igkf"", ""original_B"": ""gpt_5_4_mini_igkf""}","{""original"": {""A"": ""qwen3_8b_igkf"", ""B"": ""gpt_5_4_mini_igkf""}, ""reversed"": {""A"": ""gpt_5_4_mini_igkf"", ""B"": ""qwen3_8b_igkf""}}",gpt-5.5,B,A,MINI,MINI,MINI_WIN,False,final_pairwise_graphrag_qwen_vs_mini,2026-07-07T21:34:54.317405+00:00,pairwise_prompt_v1,pairwise_biomedical_rubric_v1,ea55426ca89236bdf5ddab5db9a5965806251e23301b092309c37d6648446ca4
Q096,"{""original_A"": ""qwen3_8b_igkf"", ""original_B"": ""gpt_5_4_mini_igkf""}","{""original"": {""A"": ""qwen3_8b_igkf"", ""B"": ""gpt_5_4_mini_igkf""}, ""reversed"": {""A"": ""gpt_5_4_mini_igkf"", ""B"": ""qwen3_8b_igkf""}}",gpt-5.5,B,A,MINI,MINI,MINI_WIN,False,final_pairwise_graphrag_qwen_vs_mini,2026-07-07T21:34:54.317496+00:00,pairwise_prompt_v1,pairwise_biomedical_rubric_v1,75af2524fa2450afa165f68fd8d5e8996f4583f6a3f503d17924582340c43933
Q097,"{""original_A"": ""gpt_5_4_mini_igkf"", ""original_B"": ""qwen3_8b_igkf""}","{""original"": {""A"": ""gpt_5_4_mini_igkf"", ""B"": ""qwen3_8b_igkf""}, ""reversed"": {""A"": ""qwen3_8b_igkf"", ""B"": ""gpt_5_4_mini_igkf""}}",gpt-5.5,A,B,MINI,MINI,MINI_WIN,False,final_pairwise_graphrag_qwen_vs_mini,2026-07-07T21:34:54.317587+00:00,pairwise_prompt_v1,pairwise_biomedical_rubric_v1,966ed50fa1124b730e7d609abd8ef62f00bf21cd09379272d9cd14ae01c0d5d3
Q098,"{""original_A"": ""gpt_5_4_mini_igkf"", ""original_B"": ""qwen3_8b_igkf""}","{""original"": {""A"": ""gpt_5_4_mini_igkf"", ""B"": ""qwen3_8b_igkf""}, ""reversed"": {""A"": ""qwen3_8b_igkf"", ""B"": ""gpt_5_4_mini_igkf""}}",gpt-5.5,A,B,MINI,MINI,MINI_WIN,False,final_pairwise_graphrag_qwen_vs_mini,2026-07-07T21:34:54.317679+00:00,pairwise_prompt_v1,pairwise_biomedical_rubric_v1,851a4d320c3ca130218455e196b940e7bffce159df2e59a3da9d0968f0cef40d
Q099,"{""original_A"": ""qwen3_8b_igkf"", ""original_B"": ""gpt_5_4_mini_igkf""}","{""original"": {""A"": ""qwen3_8b_igkf"", ""B"": ""gpt_5_4_mini_igkf""}, ""reversed"": {""A"": ""gpt_5_4_mini_igkf"", ""B"": ""qwen3_8b_igkf""}}",gpt-5.5,B,A,MINI,MINI,MINI_WIN,False,final_pairwise_graphrag_qwen_vs_mini,2026-07-07T21:34:54.317773+00:00,pairwise_prompt_v1,pairwise_biomedical_rubric_v1,b190b55b1e16fb613c8405b4c160ab120edc049b41232cef8942204a2c1e013f
Q100,"{""original_A"": ""gpt_5_4_mini_igkf"", ""original_B"": ""qwen3_8b_igkf""}","{""original"": {""A"": ""gpt_5_4_mini_igkf"", ""B"": ""qwen3_8b_igkf""}, ""reversed"": {""A"": ""qwen3_8b_igkf"", ""B"": ""gpt_5_4_mini_igkf""}}",gpt-5.5,A,B,MINI,MINI,MINI_WIN,False,final_pairwise_graphrag_qwen_vs_mini,2026-07-07T21:34:54.317866+00:00,pairwise_prompt_v1,pairwise_biomedical_rubric_v1,524d3fb431c44dc7bfe2c00009b0661e9323ab3bc55d9741f087cb0addc367b5
Q101,"{""original_A"": ""qwen3_8b_igkf"", ""original_B"": ""gpt_5_4_mini_igkf""}","{""original"": {""A"": ""qwen3_8b_igkf"", ""B"": ""gpt_5_4_mini_igkf""}, ""reversed"": {""A"": ""gpt_5_4_mini_igkf"", ""B"": ""qwen3_8b_igkf""}}",gpt-5.5,A,B,QWEN,QWEN,QWEN_WIN,False,final_pairwise_graphrag_qwen_vs_mini,2026-07-07T21:34:54.317956+00:00,pairwise_prompt_v1,pairwise_biomedical_rubric_v1,e9d128716036e57d1c9c1179433ae6e53d2274bf6e4911690e7476c9507f1a95
Q102,"{""original_A"": ""qwen3_8b_igkf"", ""original_B"": ""gpt_5_4_mini_igkf""}","{""original"": {""A"": ""qwen3_8b_igkf"", ""B"": ""gpt_5_4_mini_igkf""}, ""reversed"": {""A"": ""gpt_5_4_mini_igkf"", ""B"": ""qwen3_8b_igkf""}}",gpt-5.5,A,A,QWEN,MINI,POSITION_UNSTABLE,True,final_pairwise_graphrag_qwen_vs_mini,2026-07-07T21:34:54.318048+00:00,pairwise_prompt_v1,pairwise_biomedical_rubric_v1,754f28caa1a778b37b3c42f51cc3c9887767d3b5c7e219eb40b8aa94e7805f53
Q103,"{""original_A"": ""gpt_5_4_mini_igkf"", ""original_B"": ""qwen3_8b_igkf""}","{""original"": {""A"": ""gpt_5_4_mini_igkf"", ""B"": ""qwen3_8b_igkf""}, ""reversed"": {""A"": ""qwen3_8b_igkf"", ""B"": ""gpt_5_4_mini_igkf""}}",gpt-5.5,A,B,MINI,MINI,MINI_WIN,False,final_pairwise_graphrag_qwen_vs_mini,2026-07-07T21:34:54.318140+00:00,pairwise_prompt_v1,pairwise_biomedical_rubric_v1,55bebf0a69dada99363be7c732c38c3ca50a3d30c48d3f26edf2bac7098aa843
Q104,"{""original_A"": ""qwen3_8b_igkf"", ""original_B"": ""gpt_5_4_mini_igkf""}","{""original"": {""A"": ""qwen3_8b_igkf"", ""B"": ""gpt_5_4_mini_igkf""}, ""reversed"": {""A"": ""gpt_5_4_mini_igkf"", ""B"": ""qwen3_8b_igkf""}}",gpt-5.5,B,A,MINI,MINI,MINI_WIN,False,final_pairwise_graphrag_qwen_vs_mini,2026-07-07T21:34:54.318240+00:00,pairwise_prompt_v1,pairwise_biomedical_rubric_v1,c63292d1e9ee8500609940c7bf80f6940aec7b0c673d9cfe336dfeaa4091d770
Q105,"{""original_A"": ""qwen3_8b_igkf"", ""original_B"": ""gpt_5_4_mini_igkf""}","{""original"": {""A"": ""qwen3_8b_igkf"", ""B"": ""gpt_5_4_mini_igkf""}, ""reversed"": {""A"": ""gpt_5_4_mini_igkf"", ""B"": ""qwen3_8b_igkf""}}",gpt-5.5,B,A,MINI,MINI,MINI_WIN,False,final_pairwise_graphrag_qwen_vs_mini,2026-07-07T21:34:54.318334+00:00,pairwise_prompt_v1,pairwise_biomedical_rubric_v1,cc9dec6bd2657c3e1cc6276533aed23ca6d161ae082a7e698b41c554d2bdf590
Q106,"{""original_A"": ""gpt_5_4_mini_igkf"", ""original_B"": ""qwen3_8b_igkf""}","{""original"": {""A"": ""gpt_5_4_mini_igkf"", ""B"": ""qwen3_8b_igkf""}, ""reversed"": {""A"": ""qwen3_8b_igkf"", ""B"": ""gpt_5_4_mini_igkf""}}",gpt-5.5,A,B,MINI,MINI,MINI_WIN,False,final_pairwise_graphrag_qwen_vs_mini,2026-07-07T21:34:54.318424+00:00,pairwise_prompt_v1,pairwise_biomedical_rubric_v1,5735664699cbf8ed6b54d7f258bffd4ad12701ba35b09c4dd13f7f3e31998ead
Q107,"{""original_A"": ""gpt_5_4_mini_igkf"", ""original_B"": ""qwen3_8b_igkf""}","{""original"": {""A"": ""gpt_5_4_mini_igkf"", ""B"": ""qwen3_8b_igkf""}, ""reversed"": {""A"": ""qwen3_8b_igkf"", ""B"": ""gpt_5_4_mini_igkf""}}",gpt-5.5,A,B,MINI,MINI,MINI_WIN,False,final_pairwise_graphrag_qwen_vs_mini,2026-07-07T21:34:54.318516+00:00,pairwise_prompt_v1,pairwise_biomedical_rubric_v1,df2b4d815a2349c8d8b05838d726d4b70c5f1e2bf1cacf146591fd715b9e3295
Q108,"{""original_A"": ""gpt_5_4_mini_igkf"", ""original_B"": ""qwen3_8b_igkf""}","{""original"": {""A"": ""gpt_5_4_mini_igkf"", ""B"": ""qwen3_8b_igkf""}, ""reversed"": {""A"": ""qwen3_8b_igkf"", ""B"": ""gpt_5_4_mini_igkf""}}",gpt-5.5,B,A,QWEN,QWEN,QWEN_WIN,False,final_pairwise_graphrag_qwen_vs_mini,2026-07-07T21:34:54.318609+00:00,pairwise_prompt_v1,pairwise_biomedical_rubric_v1,3c9911c1f56e18e48ab2d36014fe3bd77944238de85c8ec66b4427c711f07ee4
Q109,"{""original_A"": ""gpt_5_4_mini_igkf"", ""original_B"": ""qwen3_8b_igkf""}","{""original"": {""A"": ""gpt_5_4_mini_igkf"", ""B"": ""qwen3_8b_igkf""}, ""reversed"": {""A"": ""qwen3_8b_igkf"", ""B"": ""gpt_5_4_mini_igkf""}}",gpt-5.5,A,B,MINI,MINI,MINI_WIN,False,final_pairwise_graphrag_qwen_vs_mini,2026-07-07T21:34:54.318702+00:00,pairwise_prompt_v1,pairwise_biomedical_rubric_v1,e03a2bec4cb41b39c66146cb765a6502b755b9689a0ac2da0f3b1e9d717c8ec0
Q110,"{""original_A"": ""gpt_5_4_mini_igkf"", ""original_B"": ""qwen3_8b_igkf""}","{""original"": {""A"": ""gpt_5_4_mini_igkf"", ""B"": ""qwen3_8b_igkf""}, ""reversed"": {""A"": ""qwen3_8b_igkf"", ""B"": ""gpt_5_4_mini_igkf""}}",gpt-5.5,B,A,QWEN,QWEN,QWEN_WIN,False,final_pairwise_graphrag_qwen_vs_mini,2026-07-07T21:34:54.318793+00:00,pairwise_prompt_v1,pairwise_biomedical_rubric_v1,a7d094b0d01689b27f0070af63b9a5891ac6e52bbdaa9032f0f15360978ebbde
Q111,"{""original_A"": ""gpt_5_4_mini_igkf"", ""original_B"": ""qwen3_8b_igkf""}","{""original"": {""A"": ""gpt_5_4_mini_igkf"", ""B"": ""qwen3_8b_igkf""}, ""reversed"": {""A"": ""qwen3_8b_igkf"", ""B"": ""gpt_5_4_mini_igkf""}}",gpt-5.5,B,B,QWEN,MINI,POSITION_UNSTABLE,True,final_pairwise_graphrag_qwen_vs_mini,2026-07-07T21:34:54.318885+00:00,pairwise_prompt_v1,pairwise_biomedical_rubric_v1,0548199fed148008da184d7334267a373207f7374f5e4837854029ba358f106b
Q112,"{""original_A"": ""qwen3_8b_igkf"", ""original_B"": ""gpt_5_4_mini_igkf""}","{""original"": {""A"": ""qwen3_8b_igkf"", ""B"": ""gpt_5_4_mini_igkf""}, ""reversed"": {""A"": ""gpt_5_4_mini_igkf"", ""B"": ""qwen3_8b_igkf""}}",gpt-5.5,A,B,QWEN,QWEN,QWEN_WIN,False,final_pairwise_graphrag_qwen_vs_mini,2026-07-07T21:34:54.318976+00:00,pairwise_prompt_v1,pairwise_biomedical_rubric_v1,bfabeffe7b57874fa9076e4332a64093f91cefe4cf8a544c1ea6fc1ffbc81296
Q113,"{""original_A"": ""gpt_5_4_mini_igkf"", ""original_B"": ""qwen3_8b_igkf""}","{""original"": {""A"": ""gpt_5_4_mini_igkf"", ""B"": ""qwen3_8b_igkf""}, ""reversed"": {""A"": ""qwen3_8b_igkf"", ""B"": ""gpt_5_4_mini_igkf""}}",gpt-5.5,A,B,MINI,MINI,MINI_WIN,False,final_pairwise_graphrag_qwen_vs_mini,2026-07-07T21:34:54.319067+00:00,pairwise_prompt_v1,pairwise_biomedical_rubric_v1,2a5e19c8d513f6645f3e9fb7f4105922263ccfccba9e73e304f8f8c29e6aa9f3
Q114,"{""original_A"": ""gpt_5_4_mini_igkf"", ""original_B"": ""qwen3_8b_igkf""}","{""original"": {""A"": ""gpt_5_4_mini_igkf"", ""B"": ""qwen3_8b_igkf""}, ""reversed"": {""A"": ""qwen3_8b_igkf"", ""B"": ""gpt_5_4_mini_igkf""}}",gpt-5.5,A,B,MINI,MINI,MINI_WIN,False,final_pairwise_graphrag_qwen_vs_mini,2026-07-07T21:34:54.319158+00:00,pairwise_prompt_v1,pairwise_biomedical_rubric_v1,51f0fedd4655ec23821b1a3711aef1466e65593a29d84c1243a0d52b8b452986
Q115,"{""original_A"": ""qwen3_8b_igkf"", ""original_B"": ""gpt_5_4_mini_igkf""}","{""original"": {""A"": ""qwen3_8b_igkf"", ""B"": ""gpt_5_4_mini_igkf""}, ""reversed"": {""A"": ""gpt_5_4_mini_igkf"", ""B"": ""qwen3_8b_igkf""}}",gpt-5.5,B,A,MINI,MINI,MINI_WIN,False,final_pairwise_graphrag_qwen_vs_mini,2026-07-07T21:34:54.319249+00:00,pairwise_prompt_v1,pairwise_biomedical_rubric_v1,5bd4cc8a16b9f75e143befec4d9d37f69ed602caef509d2e9c9d736e5279da99
Q116,"{""original_A"": ""gpt_5_4_mini_igkf"", ""original_B"": ""qwen3_8b_igkf""}","{""original"": {""A"": ""gpt_5_4_mini_igkf"", ""B"": ""qwen3_8b_igkf""}, ""reversed"": {""A"": ""qwen3_8b_igkf"", ""B"": ""gpt_5_4_mini_igkf""}}",gpt-5.5,A,B,MINI,MINI,MINI_WIN,False,final_pairwise_graphrag_qwen_vs_mini,2026-07-07T21:34:54.319340+00:00,pairwise_prompt_v1,pairwise_biomedical_rubric_v1,6f1d7bb0bdec9b6bf9ecefb2cbafb9112f85b1524dd0b7905b1efb0c25e786f9
Q117,"{""original_A"": ""qwen3_8b_igkf"", ""original_B"": ""gpt_5_4_mini_igkf""}","{""original"": {""A"": ""qwen3_8b_igkf"", ""B"": ""gpt_5_4_mini_igkf""}, ""reversed"": {""A"": ""gpt_5_4_mini_igkf"", ""B"": ""qwen3_8b_igkf""}}",gpt-5.5,B,A,MINI,MINI,MINI_WIN,False,final_pairwise_graphrag_qwen_vs_mini,2026-07-07T21:34:54.319431+00:00,pairwise_prompt_v1,pairwise_biomedical_rubric_v1,e963a7789acc8eef07670eb36b7c8976e0bf5dfb551ac73632abdc86ff101642
Q118,"{""original_A"": ""gpt_5_4_mini_igkf"", ""original_B"": ""qwen3_8b_igkf""}","{""original"": {""A"": ""gpt_5_4_mini_igkf"", ""B"": ""qwen3_8b_igkf""}, ""reversed"": {""A"": ""qwen3_8b_igkf"", ""B"": ""gpt_5_4_mini_igkf""}}",gpt-5.5,A,B,MINI,MINI,MINI_WIN,False,final_pairwise_graphrag_qwen_vs_mini,2026-07-07T21:34:54.319522+00:00,pairwise_prompt_v1,pairwise_biomedical_rubric_v1,c8a3c81ba4d97838e9d41b93e6f4b700044ebb238caa155e7e8a0946920c3372
Q119,"{""original_A"": ""qwen3_8b_igkf"", ""original_B"": ""gpt_5_4_mini_igkf""}","{""original"": {""A"": ""qwen3_8b_igkf"", ""B"": ""gpt_5_4_mini_igkf""}, ""reversed"": {""A"": ""gpt_5_4_mini_igkf"", ""B"": ""qwen3_8b_igkf""}}",gpt-5.5,B,A,MINI,MINI,MINI_WIN,False,final_pairwise_graphrag_qwen_vs_mini,2026-07-07T21:34:54.319614+00:00,pairwise_prompt_v1,pairwise_biomedical_rubric_v1,b1608e39a786cc96a5b6524bdee9de1a7166003b6bcc4944f2470745ca39eee0
Q120,"{""original_A"": ""qwen3_8b_igkf"", ""original_B"": ""gpt_5_4_mini_igkf""}","{""original"": {""A"": ""qwen3_8b_igkf"", ""B"": ""gpt_5_4_mini_igkf""}, ""reversed"": {""A"": ""gpt_5_4_mini_igkf"", ""B"": ""qwen3_8b_igkf""}}",gpt-5.5,B,A,MINI,MINI,MINI_WIN,False,final_pairwise_graphrag_qwen_vs_mini,2026-07-07T21:34:54.319710+00:00,pairwise_prompt_v1,pairwise_biomedical_rubric_v1,15220c66ec2f3aff8106d59dc9ad695d141f16e5af796f01b3a8119601f7d989
Q121,"{""original_A"": ""gpt_5_4_mini_igkf"", ""original_B"": ""qwen3_8b_igkf""}","{""original"": {""A"": ""gpt_5_4_mini_igkf"", ""B"": ""qwen3_8b_igkf""}, ""reversed"": {""A"": ""qwen3_8b_igkf"", ""B"": ""gpt_5_4_mini_igkf""}}",gpt-5.5,A,B,MINI,MINI,MINI_WIN,False,final_pairwise_graphrag_qwen_vs_mini,2026-07-07T21:34:54.319803+00:00,pairwise_prompt_v1,pairwise_biomedical_rubric_v1,e5132b0eee6cd1811826f6cd536811f136ab555cf83af377f1c0dc02a974d8b6
Q122,"{""original_A"": ""qwen3_8b_igkf"", ""original_B"": ""gpt_5_4_mini_igkf""}","{""original"": {""A"": ""qwen3_8b_igkf"", ""B"": ""gpt_5_4_mini_igkf""}, ""reversed"": {""A"": ""gpt_5_4_mini_igkf"", ""B"": ""qwen3_8b_igkf""}}",gpt-5.5,B,A,MINI,MINI,MINI_WIN,False,final_pairwise_graphrag_qwen_vs_mini,2026-07-07T21:34:54.319895+00:00,pairwise_prompt_v1,pairwise_biomedical_rubric_v1,cb1bd4584d79ca52467c63fdf34fb433497f5eaf5c5abc11ee4158dde0fd08f6
Q123,"{""original_A"": ""qwen3_8b_igkf"", ""original_B"": ""gpt_5_4_mini_igkf""}","{""original"": {""A"": ""qwen3_8b_igkf"", ""B"": ""gpt_5_4_mini_igkf""}, ""reversed"": {""A"": ""gpt_5_4_mini_igkf"", ""B"": ""qwen3_8b_igkf""}}",gpt-5.5,B,A,MINI,MINI,MINI_WIN,False,final_pairwise_graphrag_qwen_vs_mini,2026-07-07T21:34:54.319986+00:00,pairwise_prompt_v1,pairwise_biomedical_rubric_v1,b421dbfe5d98ba5018af982b8864e5dad55c4a2d53c728db17335e533de5b7d9
Q124,"{""original_A"": ""qwen3_8b_igkf"", ""original_B"": ""gpt_5_4_mini_igkf""}","{""original"": {""A"": ""qwen3_8b_igkf"", ""B"": ""gpt_5_4_mini_igkf""}, ""reversed"": {""A"": ""gpt_5_4_mini_igkf"", ""B"": ""qwen3_8b_igkf""}}",gpt-5.5,B,A,MINI,MINI,MINI_WIN,False,final_pairwise_graphrag_qwen_vs_mini,2026-07-07T21:34:54.320077+00:00,pairwise_prompt_v1,pairwise_biomedical_rubric_v1,13f9f9fa60cb24cef489fa06ded8b50b8f853f4611ece8859c89fddc7a6c7220
Q125,"{""original_A"": ""gpt_5_4_mini_igkf"", ""original_B"": ""qwen3_8b_igkf""}","{""original"": {""A"": ""gpt_5_4_mini_igkf"", ""B"": ""qwen3_8b_igkf""}, ""reversed"": {""A"": ""qwen3_8b_igkf"", ""B"": ""gpt_5_4_mini_igkf""}}",gpt-5.5,A,B,MINI,MINI,MINI_WIN,False,final_pairwise_graphrag_qwen_vs_mini,2026-07-07T21:34:54.320174+00:00,pairwise_prompt_v1,pairwise_biomedical_rubric_v1,73b58de76825552380bca6aecece5a516f27c88c8cc6d00309c572d5c1f0aa10
Q126,"{""original_A"": ""gpt_5_4_mini_igkf"", ""original_B"": ""qwen3_8b_igkf""}","{""original"": {""A"": ""gpt_5_4_mini_igkf"", ""B"": ""qwen3_8b_igkf""}, ""reversed"": {""A"": ""qwen3_8b_igkf"", ""B"": ""gpt_5_4_mini_igkf""}}",gpt-5.5,B,A,QWEN,QWEN,QWEN_WIN,False,final_pairwise_graphrag_qwen_vs_mini,2026-07-07T21:34:54.320269+00:00,pairwise_prompt_v1,pairwise_biomedical_rubric_v1,89f9704ec3dc941bd704f659733902b1b187e0d307f9fbd02b4aa379ac5f902b
Q127,"{""original_A"": ""gpt_5_4_mini_igkf"", ""original_B"": ""qwen3_8b_igkf""}","{""original"": {""A"": ""gpt_5_4_mini_igkf"", ""B"": ""qwen3_8b_igkf""}, ""reversed"": {""A"": ""qwen3_8b_igkf"", ""B"": ""gpt_5_4_mini_igkf""}}",gpt-5.5,A,B,MINI,MINI,MINI_WIN,False,final_pairwise_graphrag_qwen_vs_mini,2026-07-07T21:34:54.320362+00:00,pairwise_prompt_v1,pairwise_biomedical_rubric_v1,db4b2479c38de29eda927085af4d5d7ac26ebcc8a0022cf90f79da14bfa81fb6
Q128,"{""original_A"": ""qwen3_8b_igkf"", ""original_B"": ""gpt_5_4_mini_igkf""}","{""original"": {""A"": ""qwen3_8b_igkf"", ""B"": ""gpt_5_4_mini_igkf""}, ""reversed"": {""A"": ""gpt_5_4_mini_igkf"", ""B"": ""qwen3_8b_igkf""}}",gpt-5.5,B,A,MINI,MINI,MINI_WIN,False,final_pairwise_graphrag_qwen_vs_mini,2026-07-07T21:34:54.320455+00:00,pairwise_prompt_v1,pairwise_biomedical_rubric_v1,5dcce4e88997c02c7ef04d8959cca2eb07deeccf9e2b52e8dfd4a8e8fac0a9d1
Q129,"{""original_A"": ""qwen3_8b_igkf"", ""original_B"": ""gpt_5_4_mini_igkf""}","{""original"": {""A"": ""qwen3_8b_igkf"", ""B"": ""gpt_5_4_mini_igkf""}, ""reversed"": {""A"": ""gpt_5_4_mini_igkf"", ""B"": ""qwen3_8b_igkf""}}",gpt-5.5,B,A,MINI,MINI,MINI_WIN,False,final_pairwise_graphrag_qwen_vs_mini,2026-07-07T21:34:54.320547+00:00,pairwise_prompt_v1,pairwise_biomedical_rubric_v1,35f18a175fdcde71cb0162841f4257c0cc47ef693573c1bf6bd55b40035a3fd5
Q130,"{""original_A"": ""qwen3_8b_igkf"", ""original_B"": ""gpt_5_4_mini_igkf""}","{""original"": {""A"": ""qwen3_8b_igkf"", ""B"": ""gpt_5_4_mini_igkf""}, ""reversed"": {""A"": ""gpt_5_4_mini_igkf"", ""B"": ""qwen3_8b_igkf""}}",gpt-5.5,B,A,MINI,MINI,MINI_WIN,False,final_pairwise_graphrag_qwen_vs_mini,2026-07-07T21:34:54.320638+00:00,pairwise_prompt_v1,pairwise_biomedical_rubric_v1,da308f301ceb13bafef0b39a5a3e7661e2db34099df471e1c0de40cf468dfc6d
Q131,"{""original_A"": ""qwen3_8b_igkf"", ""original_B"": ""gpt_5_4_mini_igkf""}","{""original"": {""A"": ""qwen3_8b_igkf"", ""B"": ""gpt_5_4_mini_igkf""}, ""reversed"": {""A"": ""gpt_5_4_mini_igkf"", ""B"": ""qwen3_8b_igkf""}}",gpt-5.5,B,A,MINI,MINI,MINI_WIN,False,final_pairwise_graphrag_qwen_vs_mini,2026-07-07T21:34:54.320732+00:00,pairwise_prompt_v1,pairwise_biomedical_rubric_v1,f5094397d80e890f26e948da76643d470acb9c876df2f5a37044e79132327940
Q132,"{""original_A"": ""gpt_5_4_mini_igkf"", ""original_B"": ""qwen3_8b_igkf""}","{""original"": {""A"": ""gpt_5_4_mini_igkf"", ""B"": ""qwen3_8b_igkf""}, ""reversed"": {""A"": ""qwen3_8b_igkf"", ""B"": ""gpt_5_4_mini_igkf""}}",gpt-5.5,A,B,MINI,MINI,MINI_WIN,False,final_pairwise_graphrag_qwen_vs_mini,2026-07-07T21:34:54.320823+00:00,pairwise_prompt_v1,pairwise_biomedical_rubric_v1,ed72afa6ed578fadb368a20fb3f3c66f21137e93c937689ecfaa48b803119fa5
Q133,"{""original_A"": ""gpt_5_4_mini_igkf"", ""original_B"": ""qwen3_8b_igkf""}","{""original"": {""A"": ""gpt_5_4_mini_igkf"", ""B"": ""qwen3_8b_igkf""}, ""reversed"": {""A"": ""qwen3_8b_igkf"", ""B"": ""gpt_5_4_mini_igkf""}}",gpt-5.5,A,B,MINI,MINI,MINI_WIN,False,final_pairwise_graphrag_qwen_vs_mini,2026-07-07T21:34:54.320914+00:00,pairwise_prompt_v1,pairwise_biomedical_rubric_v1,9e48ab567a02fa9a763f12c7573aa569ee99fc66accf9fd02300306243a5928a
Q134,"{""original_A"": ""gpt_5_4_mini_igkf"", ""original_B"": ""qwen3_8b_igkf""}","{""original"": {""A"": ""gpt_5_4_mini_igkf"", ""B"": ""qwen3_8b_igkf""}, ""reversed"": {""A"": ""qwen3_8b_igkf"", ""B"": ""gpt_5_4_mini_igkf""}}",gpt-5.5,A,B,MINI,MINI,MINI_WIN,False,final_pairwise_graphrag_qwen_vs_mini,2026-07-07T21:34:54.321004+00:00,pairwise_prompt_v1,pairwise_biomedical_rubric_v1,5f5845998b378ca06d64a30834d55ea0f4afcc2419b7dc381d58bd3a1f4e6e00
Q135,"{""original_A"": ""gpt_5_4_mini_igkf"", ""original_B"": ""qwen3_8b_igkf""}","{""original"": {""A"": ""gpt_5_4_mini_igkf"", ""B"": ""qwen3_8b_igkf""}, ""reversed"": {""A"": ""qwen3_8b_igkf"", ""B"": ""gpt_5_4_mini_igkf""}}",gpt-5.5,A,B,MINI,MINI,MINI_WIN,False,final_pairwise_graphrag_qwen_vs_mini,2026-07-07T21:34:54.321096+00:00,pairwise_prompt_v1,pairwise_biomedical_rubric_v1,2037d1f04bd73fbfc8146d41047e05004b4fe506e115f7843ca5df675d0a4f08
Q136,"{""original_A"": ""qwen3_8b_igkf"", ""original_B"": ""gpt_5_4_mini_igkf""}","{""original"": {""A"": ""qwen3_8b_igkf"", ""B"": ""gpt_5_4_mini_igkf""}, ""reversed"": {""A"": ""gpt_5_4_mini_igkf"", ""B"": ""qwen3_8b_igkf""}}",gpt-5.5,B,A,MINI,MINI,MINI_WIN,False,final_pairwise_graphrag_qwen_vs_mini,2026-07-07T21:34:54.321186+00:00,pairwise_prompt_v1,pairwise_biomedical_rubric_v1,134646dac171a3fe33af5739cebd16dfe105e8c47b0cd18ef0afda5249d61529
Q137,"{""original_A"": ""gpt_5_4_mini_igkf"", ""original_B"": ""qwen3_8b_igkf""}","{""original"": {""A"": ""gpt_5_4_mini_igkf"", ""B"": ""qwen3_8b_igkf""}, ""reversed"": {""A"": ""qwen3_8b_igkf"", ""B"": ""gpt_5_4_mini_igkf""}}",gpt-5.5,B,A,QWEN,QWEN,QWEN_WIN,False,final_pairwise_graphrag_qwen_vs_mini,2026-07-07T21:34:54.321276+00:00,pairwise_prompt_v1,pairwise_biomedical_rubric_v1,c4f280c68cb549e665b70a1434c18ed770fe4e9a4bbe23a7488e354b8fabec7e
